"period_id","scenario_id","item_id","site_id","avg_price","lag1","lag2","lag3","lag4","lag5"
597,35362,"133146-EA","NT-Woolworths",1.6,0.990000009536743,NA,NA,NA,NA
597,35365,"133146-EA","NT-Woolworths",1.5,1.5,0.990000009536743,NA,NA,NA
597,35367,"133146-EA","NT-Woolworths",1.5,NA,NA,NA,NA,NA
597,35414,"133146-EA","NT-Woolworths",1.7,1.5,0.990000009536743,1.49000000953674,0.990000009536743,NA
597,35415,"133146-EA","NT-Woolworths",1.5,1.5,1.49000000953674,2.00999999046326,NA,NA
597,35417,"133146-EA","NT-Woolworths",1.5,NA,NA,NA,NA,NA
597,35467,"133146-EA","NT-Woolworths",1.5,2.00999999046326,0.990000009536743,1.49000000953674,NA,NA
597,35470,"133146-EA","NT-Woolworths",1.5,2.00999999046326,NA,NA,NA,NA
597,35517,"133146-EA","NT-Woolworths",1.5,0.990000009536743,0.990000009536743,NA,NA,NA
597,35520,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,NA,NA,NA
597,35521,"133146-EA","NT-Woolworths",1.5,1.5,1.49000000953674,1.49000000953674,NA,NA
597,35522,"133146-EA","NT-Woolworths",1.5,1.49000000953674,NA,NA,NA,NA
597,35569,"133146-EA","NT-Woolworths",1.5,2,0.990000009536743,1.49000000953674,0.990000009536743,NA
597,35572,"133146-EA","NT-Woolworths",1.5,1.5,0.990000009536743,NA,NA,NA
597,35575,"133146-EA","NT-Woolworths",1.5,NA,NA,NA,NA,NA
598,34997,"133146-EA","NT-Woolworths",2,1.5,0.9,0.990000009536743,1.49000000953674,2.00999999046326
598,34998,"133146-EA","NT-Woolworths",2,1.49000000953674,NA,NA,NA,NA
598,35000,"133146-EA","NT-Woolworths",2,1.5,0.990000009536743,1.49000000953674,NA,NA
598,35001,"133146-EA","NT-Woolworths",2,0.990000009536743,1.49000000953674,NA,NA,NA
598,35002,"133146-EA","NT-Woolworths",2,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674,NA
598,35003,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35049,"133146-EA","NT-Woolworths",2,1,2.00999999046326,0.990000009536743,NA,NA
598,35052,"133146-EA","NT-Woolworths",2,1.5,1.5,1.49000000953674,0.990000009536743,1.49000000953674
598,35055,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35056,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35107,"133146-EA","NT-Woolworths",2,1.5,NA,NA,NA,NA
598,35158,"133146-EA","NT-Woolworths",2,1.5,2.00999999046326,0.990000009536743,NA,NA
598,35160,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35206,"133146-EA","NT-Woolworths",2,0.990000009536743,0.990000009536743,1.49000000953674,NA,NA
598,35207,"133146-EA","NT-Woolworths",1.3,1.5,0.990000009536743,1.49000000953674,2.00999999046326,1.49000000953674
598,35208,"133146-EA","NT-Woolworths",2,1.49000000953674,2.00999999046326,1.49000000953674,NA,NA
598,35210,"133146-EA","NT-Woolworths",2,1.5,1.49000000953674,1.49000000953674,NA,NA
598,35212,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35260,"133146-EA","NT-Woolworths",2,1.5,2.00999999046326,NA,NA,NA
598,35261,"133146-EA","NT-Woolworths",2,1.5,1.49000000953674,NA,NA,NA
